äJénì˙,èIóπì˙,âÒìöÉ^ÉCÉv,êiçsèÛãµ,éûä‘ÅiïbíPà Åj,èIóπ,ãLò^ì˙,âÒìöID,îzêMÇÃÉ`ÉÉÉìÉlÉã,ÉÜÅ[ÉUÅ[ÇÃåæåÍ,ìØà”ÇÃóLñ≥,îNóÓ,ê´ï ,äwó,îNé˚,BADEó˚èK1_NL,BADEó˚èK1_EL,BADEó˚èK1_Ab,BADEó˚èK1_Tr,BADEó˚èK2_NL,BADEó˚èK2_EL,BADEó˚èK2_Ab,BADEó˚èK2_Tr,BADEó˚èK3_NL,BADEó˚èK3_EL,BADEó˚èK3_Ab,BADEó˚èK3_Tr,BADE1_NL1,BADE1_EL1,BADE1_Ab1,BADE1_Tr1,BADE1_NL2,BADE1_EL2,BADE1_Ab2,BADE1_Tr2,BADE1_NL3,BADE1_EL3,BADE1_Ab3,BADE1_Tr3,BADE2_NL1,BADE2_EL1,BADE2_Ab1,BADE2_Tr1,BADE2_NL2,BADE2_EL2,BADE2_Ab2,BADE2_Tr2,BADE2_NL3,BADE2_EL3,BADE2_Ab3,BADE2_Tr3,BADE3_NL1,BADE3_EL1,BADE3_Ab1,BADE3_Tr1,BADE3_NL2,BADE3_EL2,BADE3_Ab2,BADE3_Tr2,BADE3_NL3,BADE3_EL3,BADE3_Ab3,BADE3_Tr3,BADE4_NL1,BADE4_EL1,BADE4_Ab1,BADE4_Tr1,BADE4_NL2,BADE4_EL2,BADE4_Ab2,BADE4_Tr2,BADE4_NL3,BADE4_EL3,BADE4_Ab3,BADE4_Tr3,BADE5_NL1,BADE5_EL1,BADE5_Ab1,BADE5_Tr1,BADE5_NL2,BADE5_EL2,BADE5_Ab2,BADE5_Tr2,BADE5_NL3,BADE5_EL3,BADE5_Ab3,BADE5_Tr3,BADE6_NL1,BADE6_EL1,BADE6_Ab1,BADE6_Tr1,BADE6_NL2,BADE6_EL2,BADE6_Ab2,BADE6_Tr2,BADE6_NL3,BADE6_EL3,BADE6_Ab3,BADE6_Tr3,BADE7_NL1,BADE7_EL1,BADE7_Ab1,BADE7_Tr1,BADE7_NL2,BADE7_EL2,BADE7_Ab2,BADE7_Tr2,BADE7_NL3,BADE7_EL3,BADE7_Ab3,BADE7_Tr3,BADE8_NL1,BADE8_EL1,BADE8_Ab1,BADE8_Tr1,BADE8_NL2,BADE8_EL2,BADE8_Ab2,BADE8_Tr2,BADE8_NL3,BADE8_EL3,BADE8_Ab3,BADE8_Tr3,BADE9_NL1,BADE9_EL1,BADE9_Ab1,BADE9_Tr1,BADE9_NL2,BADE9_EL2,BADE9_Ab2,BADE9_Tr2,BADE9_NL3,BADE9_EL3,BADE9_Ab3,BADE9_Tr3,BADE10_NL1,BADE10_EL1,BADE10_Ab1,BADE10_Tr1,BADE10_NL2,BADE10_EL2,BADE10_Ab2,BADE10_Tr2,BADE10_NL3,BADE10_EL3,BADE10_Ab3,BADE10_Tr3,BADE11_NL1,BADE11_EL1,BADE11_Ab1,BADE11_Tr1,BADE11_NL2,BADE11_EL2,BADE11_Ab2,BADE11_Tr2,BADE11_NL3,BADE11_EL3,BADE11_Ab3,BADE11_Tr3,BADE12_NL1,BADE12_EL1,BADE12_Ab1,BADE12_Tr1,BADE12_NL2,BADE12_EL2,BADE12_Ab2,BADE12_Tr2,BADE12_NL3,BADE12_EL3,BADE12_Ab3,BADE12_Tr3,ä¥èÓî≈ó˚èK_NL1,ä¥èÓî≈ó˚èK_EL1,ä¥èÓî≈ó˚èK_Ab1,ä¥èÓî≈ó˚èK_Tr1,ä¥èÓî≈ó˚èK_NL2,ä¥èÓî≈ó˚èK_EL2,ä¥èÓî≈ó˚èK_Ab2,ä¥èÓî≈ó˚èK_Tr2,ä¥èÓî≈ó˚èK_NL3,ä¥èÓî≈ó˚èK_EL3,ä¥èÓî≈ó˚èK_Ab3,ä¥èÓî≈ó˚èK_Tr3,ä¥èÓî≈1_Ab1,ä¥èÓî≈1_NL1,ä¥èÓî≈1_EL1,ä¥èÓî≈1_Tr1,ä¥èÓî≈1_Ab2,ä¥èÓî≈1_NL2,ä¥èÓî≈1_EL2,ä¥èÓî≈1_Tr2,ä¥èÓî≈1_Ab3,ä¥èÓî≈1_NL3,ä¥èÓî≈1_EL3,ä¥èÓî≈1_Tr3,ä¥èÓî≈2_Ab1,ä¥èÓî≈2_NL1,ä¥èÓî≈2_EL1,ä¥èÓî≈2_Tr1,ä¥èÓî≈2_Ab2,ä¥èÓî≈2_NL2,ä¥èÓî≈2_EL2,ä¥èÓî≈2_Tr2,ä¥èÓî≈2_Ab3,ä¥èÓî≈2_NL3,ä¥èÓî≈2_EL3,ä¥èÓî≈2_Tr3,ä¥èÓî≈3_Ab1,ä¥èÓî≈3_NL1,ä¥èÓî≈3_EL1,ä¥èÓî≈3_Tr1,ä¥èÓî≈3_Ab2,ä¥èÓî≈3_NL2,ä¥èÓî≈3_EL2,ä¥èÓî≈3_Tr2,ä¥èÓî≈3_Ab3,ä¥èÓî≈3_NL3,ä¥èÓî≈3_EL3,ä¥èÓî≈3_Tr3,ä¥èÓî≈4_Ab1,ä¥èÓî≈4_NL1,ä¥èÓî≈4_EL1,ä¥èÓî≈4_Tr1,ä¥èÓî≈4_Ab2,ä¥èÓî≈4_NL2,ä¥èÓî≈4_EL2,ä¥èÓî≈4_Tr2,ä¥èÓî≈4_Ab3,ä¥èÓî≈4_NL3,ä¥èÓî≈4_EL3,ä¥èÓî≈4_Tr3,ä¥èÓî≈5_Ab1,ä¥èÓî≈5_NL1,ä¥èÓî≈5_EL1,ä¥èÓî≈5_Tr1,ä¥èÓî≈5_Ab2,ä¥èÓî≈5_NL2,ä¥èÓî≈5_EL2,ä¥èÓî≈5_Tr2,ä¥èÓî≈5_Ab3,ä¥èÓî≈5_NL3,ä¥èÓî≈5_EL3,ä¥èÓî≈5_Tr3,ä¥èÓî≈6_Ab1,ä¥èÓî≈6_NL1,ä¥èÓî≈6_EL1,ä¥èÓî≈6_Tr1,ä¥èÓî≈6_Ab2,ä¥èÓî≈6_NL2,ä¥èÓî≈6_EL2,ä¥èÓî≈6_Tr2,ä¥èÓî≈6_Ab3,ä¥èÓî≈6_NL3,ä¥èÓî≈6_EL3,ä¥èÓî≈6_Tr3,ä¥èÓî≈7_Ab1,ä¥èÓî≈7_NL1,ä¥èÓî≈7_EL1,ä¥èÓî≈7_Tr1,ä¥èÓî≈7_Ab2,ä¥èÓî≈7_NL2,ä¥èÓî≈7_EL2,ä¥èÓî≈7_Tr2,ä¥èÓî≈7_Ab3,ä¥èÓî≈7_NL3,ä¥èÓî≈7_EL3,ä¥èÓî≈7_Tr3,ä¥èÓî≈8_Ab1,ä¥èÓî≈8_NL1,ä¥èÓî≈8_EL1,ä¥èÓî≈8_Tr1,ä¥èÓî≈8_Ab2,ä¥èÓî≈8_NL2,ä¥èÓî≈8_EL2,ä¥èÓî≈8_Tr2,ä¥èÓî≈8_Ab3,ä¥èÓî≈8_NL3,ä¥èÓî≈8_EL3,ä¥èÓî≈8_Tr3,ä¥èÓî≈9_Ab1,ä¥èÓî≈9_NL1,ä¥èÓî≈9_EL1,ä¥èÓî≈9_Tr1,ä¥èÓî≈9_Ab2,ä¥èÓî≈9_NL2,ä¥èÓî≈9_EL2,ä¥èÓî≈9_Tr2,ä¥èÓî≈9_Ab3,ä¥èÓî≈9_NL3,ä¥èÓî≈9_EL3,ä¥èÓî≈9_Tr3,ä¥èÓî≈10_Ab1,ä¥èÓî≈10_NL1,ä¥èÓî≈10_EL1,ä¥èÓî≈10_Tr1,ä¥èÓî≈10_Ab2,ä¥èÓî≈10_NL2,ä¥èÓî≈10_EL2,ä¥èÓî≈10_Tr2,ä¥èÓî≈10_Ab3,ä¥èÓî≈10_NL3,ä¥èÓî≈10_EL3,ä¥èÓî≈10_Tr3,âAñdò_êSê´_1,âAñdò_êSê´_2,âAñdò_êSê´_3,âAñdò_êSê´_4,âAñdò_êSê´_5,COVID-19_1,COVID-19_2,COVID-19_3,COVID-19_4,COVID-19_5,COVID-19_6,ã^éóâ»äw_1,ã^éóâ»äw_2,ã^éóâ»äw_3,ã^éóâ»äw_4,ã^éóâ»äw_5,ã^éóâ»äw_6,ã^éóâ»äw_7,ã^éóâ»äw_8,ã^éóâ»äw_9,ã^éóâ»äw_10,ã^éóâ»äw_11,ã^éóâ»äw_12,ã^éóâ»äw_13,ã^éóâ»äw_14,ã^éóâ»äw_15,ã^éóâ»äw_16,ã^éóâ»äw_17,ã^éóâ»äw_18,ã^éóâ»äw_19,â»äwìIêÑò__1,â»äwìIêÑò__2,â»äwìIêÑò__3,â»äwìIêÑò__4,â»äwìIêÑò__5,â»äwìIêÑò__6,â»äwìIêÑò__7,â»äwìIêÑò__8,â»äwìIêÑò__9,â»äwìIêÑò__10,â»äwìIêÑò__11,â»äwìIêÑò__12,îÌäQñœëz_1,îÌäQñœëz_2,îÌäQñœëz_3,îÌäQñœëz_4,îÌäQñœëz_5,îÌäQñœëz_6,îÌäQñœëz_7,îÌäQñœëz_8,îÌäQñœëz_9,îÌäQñœëz_10,îÌäQñœëz_11,îÌäQñœëz_12,îÌäQñœëz_13,îÌäQñœëz_14,îÌäQñœëz_15,îÌäQñœëz_16,îÌäQñœëz_17,îÌäQñœëz_18,CRT_1,CRT_2,CRT_3,BADE,ä¥èÓî≈BADE,,,,,,,,,,,,,,,,,,,,
2025/2/18 18:48,2025/2/18 19:25,0,100,2275,1,2025/2/18 19:25,R_4efcnXVCtt0hbvD,anonymous,JA,1,33,1,4,5,1,5,1.5,5,3,7,3.5,7.5,1,4,6,7,7.5,7,1.5,7.5,7.5,5,1.5,9.5,6.5,5,1.5,9.5,9.5,9.5,7,9.5,6,9.5,6.5,9.5,6,8,4.5,9.5,8,2,6.5,8,7,2,6.5,8.5,1,0,4,10,9,9,5,9,9,9,5,9,9,8,5,9.5,8,8,7,7,6.5,7,7,8,0,1,7,10,7,6,5.5,6,5.5,6,5,6,4.5,5.5,3.5,7.5,8.5,6,5,3.5,8.5,6,3,4.5,7,5,3,6,9,6,3,7,9,5,3,8.5,9.5,4,1,10,8,7,6,7.5,7.5,7,6,7.5,6,3,2,9.5,5,7.5,9,7,4,7.5,8.5,6,3,9,8.5,8,7.5,3.5,5.5,6.5,6,3.5,5.5,7,0.5,3.5,1,8.5,7.5,8,5,6,7.5,8,5.5,6,7.5,8,5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,2,6,1,6,1,4,4,1,5,4,4,4,4,2,4,5,2,1,2,1,3,2,3,2,2,4,1,1,2,2,1,2,2,1,2,2,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,24,1,0,,,,,,,,,,,,,,,,,,,,
2025/2/18 18:33,2025/2/18 18:55,0,100,1332,1,2025/2/18 18:55,R_9UarpjAAZbt0Q6P,anonymous,JA,1,21,1,4,500,7,0.5,2,1.5,8,1.5,0.5,6,6.5,1,0.5,7,6.5,0,0,0,6.5,0,0,8,6.5,0,0,10,6.5,7,6.5,7,1.5,8,6.5,7,3.5,0,6.5,7,8.5,1.5,6,7,8.5,0,1,8.5,0,0,0,10,8.5,8,0,8.5,6.5,6.5,0,8.5,3.5,3.5,0,10,8,7,0,6.5,0,0,0,9,0,0,0,10,7,0,0,0,4,0,0,0,4,0,0,7.5,8.5,8,1.5,6,8.5,8,0,7,0,0,0,10,6.5,0,0,7,1,0,0,7,1,0,0,7,7,8,0,7,1.5,8,0,9,0,0,0,10,6,2,7,6,6,1,7,6,6,0,7,10,8.5,2,7.5,7.5,8.5,2,7.5,8,8.5,2,7.5,10,6.5,7,1.5,2,6.5,7,1.5,2,6.5,7,1.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,2,4,2,1,5,1,5,1,1,3,3,3,3,3,4,4,3,1,1,4,5,2,3,3,3,1,4,4,2,1,1,2,2,1,1,2,1,2,1,1,2,3,4,4,4,3,3,3,3,3,4,4,3,4,3,3,5,5,50,1,24,1,0,,,,,,,,,,,,,,,,,,,,
2025/2/18 18:36,2025/2/18 19:08,0,100,1938,1,2025/2/18 19:08,R_4pMD7FdeoFDi79c,anonymous,JA,1,19,2,4,72,9.5,7,6.5,6,10,8.5,8,9,10,9.5,8,9.5,7.5,3,3,7.5,8.5,0,0,10,0,0,0,10,7,7,3.5,8,0,9.5,0,9.5,0,0,0,10,7,3.5,3,6,8.5,2.5,2,5,0,0,0,10,7,7,2,7,7,7,2,7,0,0,0,10,7.5,8,2,7.5,3,3,0,9.5,0,0,0,10,6.5,3,3,7.5,3.5,3,5.5,7.5,0,0,0,10,7.5,7.5,2,7.5,7.5,7.5,0,7.5,0,0,0,10,7,7,2,7.5,8,3,0,8.5,8.5,0,0,10,7,7,7,7,8,8,8,8,0,0,0,10,6.5,6.5,3,6.5,3,3,1,8,0,6,0,10,7,3.5,7,7,7,2,7,7.5,0,0,0,10,7.5,7.5,2.5,7.5,8.5,8.5,2.5,8.5,5.5,3,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,2,4,4,2,4,3,5,3,4,3,3,2,4,4,4,3,4,1,3,1,4,4,4,3,3,4,2,4,2,2,2,1,2,1,1,2,1,2,1,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,1,24,1,0,,,,,,,,,,,,,,,,,,,,
2025/2/18 19:32,2025/2/18 20:05,0,100,1980,1,2025/2/18 20:05,R_4KRn9xGFLyMGKhb,anonymous,JA,1,45,1,4,150,7,3,2.5,3,7,3,5,6,7,2.5,5,6,7,5,2,8.5,5.5,4,2,8.5,5,2.5,2,9,7,7,3.5,6,4,8,3.5,6,5,8,2.5,6.5,8,8,5,8,8,8,5,8,1.5,1.5,1.5,9.5,7,7,2.5,7,7,7,2.5,7,3,1.5,1.5,8,8,8,2,5,3,3.5,2,8,2,2,2,9,6,4,3,6.5,6,5,3,6.5,6,1,3,3.5,7.5,6,1.5,6,7.5,6,1.5,7.5,2,4,1.5,8.5,6.5,7,2.5,5,8,5.5,2.5,9.5,8,3,2.5,9.5,7,7,5.5,7,6.5,7,5.5,7,2,2,2,8.5,6,2.5,5,7.5,5,2,3,7.5,5,1.5,3,8,8,2.5,6.5,6.5,8,2.5,6.5,6.5,1.5,2,5,8,8,7.5,5,6,8,7.5,5,6.5,2,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2,4,3,1,2,4,3,1,1,3,3,3,3,3,3,2,2,4,2,4,4,3,3,2,3,2,2,4,2,1,2,2,2,1,1,2,1,2,1,2,4,2,5,5,5,4,1,4,2,5,5,5,5,5,1,5,5,4,50,5,47,1,0,,,,,,,,,,,,,,,,,,,,
2025/2/18 18:32,2025/2/18 19:04,0,100,1917,1,2025/2/18 19:04,R_4j9ZxGrzcQsTUbW,anonymous,JA,1,34,1,4,5,5.5,5,5,5,5.5,5,5,5,5.5,5,5,5,5.5,5.5,5,5.5,5.5,5.5,5,6.5,5.5,5.5,5,7,5,5.5,5.5,6,5,6.5,5.5,6.5,5,6.5,5.5,7,5.5,5.5,5.5,5.5,5,6,6,6,4.5,4.5,5,6.5,6.5,6,5,6,6.5,6,5,6.5,6.5,6,5,7.5,5.5,5.5,5,5,4,4,5,6,4,4,5,8.5,6.5,5,4,5,6.5,5,4,5,6,5,4,5.5,6,5,3,5.5,6,5,3,6.5,5.5,5,3,6.5,6,6,5,6,6.5,5,5,6.5,5.5,5,5,7.5,5.5,5.5,5,5,5.5,4.5,5,5,5.5,4.5,5,5.5,6,4,5,6,7,4,5,7,5,4,5,8,5.5,4,5,5.5,5.5,4,5,5.5,5.5,4,5,7,6,6,4.5,5.5,6,6,4.5,5.5,6,6,4.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,7,2,2,2,2,2,2,2,3,2,4,3,2,5,2,1,4,1,2,1,2,1,2,2,4,4,2,2,2,2,2,1,1,2,1,2,1,2,1,2,3,5,4,4,3,4,4,4,4,4,5,5,5,5,5,5,50,5,47,1,0,,,,,,,,,,,,,,,,,,,,
2025/2/18 18:33,2025/2/18 19:07,0,100,2036,1,2025/2/18 19:07,R_92naaO1Ab0zx94z,anonymous,JA,1,42,2,4,207,7,5.5,5.5,5.5,7.5,6,6,6,7.5,6.5,6,7,5.5,5,4,6,6,5,4,7,5.5,5,4,7.5,5.5,5.5,5.5,6,5,7,5,6.5,5,6.5,5,6.5,6.5,4.5,5.5,6,6.5,4,5,7,6.5,3,4.5,8,6,6,4,6,5.5,6,4,6.5,4.5,4.5,3,7.5,6,6,5.5,5.5,6,6,5.5,6,5.5,5.5,6,7.5,6,4.5,4,5.5,6,4,4,5.5,6,4,4,7,5.5,4.5,4,5.5,5.5,5,4,6,5.5,5,3.5,6.5,5.5,4.5,4,5.5,5.5,4,4,6.5,5,4,4.5,8,6,6,5.5,6,6,6,6,7,5.5,5.5,5,8,5.5,5.5,5.5,5,6,6,5.5,5.5,6,6,5,6,6,4,5.5,5.5,5.5,4,6,5.5,6,3.5,5.5,6.5,5.5,5,3,4.5,5.5,5,3.5,5,6,4.5,3,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,5,6,7,3,3,3,3,2,2,2,2,4,4,2,4,3,3,1,3,4,3,2,3,3,5,2,4,4,1,2,1,2,2,2,1,2,1,2,1,2,3,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,50,5,47,1,0,,,,,,,,,,,,,,,,,,,,
2025/2/18 18:35,2025/2/18 19:27,0,100,3109,1,2025/2/18 19:27,R_9CWcTX9tdQ98U8X,anonymous,JA,1,43,2,2,0,8.5,5.5,4,2.5,4,7,3,8,1,4,1.5,9,9.5,2,1,9.5,6,1.5,1,9.5,3,0.5,1,10,8,8.5,8,9.5,1.5,9.5,1.5,7,2,0,3.5,3,7,2.5,3,6.5,8,2.5,3,8.5,1.5,0.5,2,10,9.5,9.5,5.5,9,9.5,9.5,5.5,9,0.5,0,0,10,8,8,5,9,1.5,0.5,1.5,9.5,0.5,0.5,1.5,10,6.5,3.5,2.5,6.5,4,3.5,2.5,7.5,6.5,0.5,0.5,10,3.5,3.5,2.5,3.5,5,4,1,7.5,3,0.5,1,9.5,9.5,7,1.5,8.5,9.5,7,1.5,9,4.5,2,1.5,10,9.5,9.5,5,7,2.5,2.5,4,8,0,0,0,10,8.5,5.5,7,8.5,5.5,2,1,3.5,3.5,0,1,7.5,9,1.5,2.5,9,5,1.5,3,6,0,0,0,10,7,9,3.5,7,7,9,3.5,8,1,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4,5,3,3,2,3,2,2,3,2,4,4,4,2,4,3,1,1,4,1,2,2,3,2,2,3,3,3,1,1,1,2,2,2,1,2,1,2,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,5,47,1,0,,,,,,,,,,,,,,,,,,,,
2025/2/18 19:44,2025/2/18 20:19,0,100,2151,1,2025/2/18 20:19,R_9IcLECjwpXpmZQS,anonymous,JA,1,10,1,4,0,7.5,4.5,4.5,3.5,7.5,6,5,4.5,5,3,4.5,7,7,3,3,3,7.5,4,3,6.5,5.5,5,2.5,8,7,6,5,7,3,7.5,3,6,3,3,3,6.5,7,6,4,7,8,5,3,8,3,2,5,9,8,8,2,8,7.5,8.5,2,8.5,4,5,2,9,7,7,3,7,3,3,4,9,1,1,5,10,7,4,3,6.5,7,5,3.5,7,6.5,3,3,8.5,7,5,2,5,7,4,2,8,6,3.5,2,8.5,6,6,4,6,7,5,3,7,4,5,3,8.5,6.5,6.5,4,6.5,6.5,7,3.5,7,6,6,1,9,7,6,6,7,8,6,7,8,7.5,4.5,6,8.5,6.5,5.5,6,6.5,7,5,6.5,7,3,4,4,8,5.5,5.5,3,5.5,7,6,4,7,7.5,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,6,4,8,3,3,2,3,2,3,5,3,2,2,2,4,4,4,2,2,4,3,4,3,2,1,4,1,1,2,2,2,2,2,2,1,2,1,2,1,2,4,2,5,5,5,2,2,2,2,3,3,4,5,5,2,5,5,5,50,5,47,1,0,,,,,,,,,,,,,,,,,,,,
2025/2/18 19:37,2025/2/18 20:22,0,100,2651,1,2025/2/18 20:22,R_9OorfBvnw5VW4AF,anonymous,JA,1,16,1,4,800,7,6.5,4.5,4.5,7,7,2,7,6.5,8,2,8,7,6,4,3.5,8,6,3.5,2,6.5,6.5,2.5,7.5,7.5,7.5,7.5,7.5,6.5,9,6.5,8,8.5,2,5,7,8,4.5,4.5,7,8.5,4.5,4.5,8,6,2.5,3.5,9.5,8,7.5,4,7.5,8,6.5,4,8.5,4,4,2,9.5,8,8,7,8,9,6.5,5.5,9,2,2,2,9.5,8,6.5,5,7.5,8.5,6.5,5,8,8.5,3,4,9.5,7,7.5,5,5,8,8.5,3,6,7,7.5,2,8,7.5,7.5,6,7.5,8.5,8,5,8.5,8.5,8,5,9,7,7.5,5,6.5,6,6,4.5,7.5,4.5,4.5,3,9,6.5,7.5,5,7.5,7.5,8,4.5,8.5,6,6,3.5,9,8,7.5,6.5,7.5,8,7.5,6.5,8.5,8.5,8,6.5,9.5,7,7.5,5,6,8.5,8,5,6,8.5,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,9,8,8,5,4,5,4,3,3,5,3,5,3,5,2,4,3,3,4,3,1,3,3,4,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,3,3,5,4,4,3,3,2,3,4,5,4,4,3,5,5,5,50,5,47,1,0,,,,,,,,,,,,,,,,,,,,
2025/2/18 18:31,2025/2/18 19:02,0,100,1816,1,2025/2/18 19:02,R_4zOSghtM0Dk1pYS,anonymous,JA,1,22,1,2,350,7,5,2,5,1,8.5,5,7,0,3,2,10,8,5,1,9,6,1,1,9.5,1.5,0.5,1,10,7,6.5,5,7.5,0.5,9,0.5,8,0.5,2,8,3.5,9,3.5,2,7,9,2,1.5,7.5,0,0,0,10,8.5,9,3,6.5,8.5,9,3,6.5,1.5,1,0.5,10,8,8,0.5,7.5,1,1.5,0.5,9.5,0,0.5,0,10,1,7,7,8,8,5,1,8,7,1,1,10,9,5,1,6,8,1.5,0.5,8.5,5,0,0.5,10,7.5,7,3,8.5,7,2,1,9,2,1.5,0.5,10,9,7,3,8,7,6,3,9,0,1,0,10,6,4,7,6.5,5.5,1.5,6,8.5,0.5,0,1,9.5,8.5,2.5,7,3,8.5,2.5,7,3,0.5,0.5,1.5,10,8,9,2,8,8,9,2,8,6,5,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,2,9,9,1,4,1,5,1,5,3,3,2,3,5,3,2,1,4,2,3,3,2,5,3,5,3,3,2,1,1,2,2,2,2,2,1,1,2,1,2,3,4,4,5,5,3,3,4,2,4,5,5,5,5,3,4,5,5,100,5,24,1,0,,,,,,,,,,,,,,,,,,,,
2025/2/18 18:33,2025/2/18 19:08,0,100,2106,1,2025/2/18 19:08,R_97lfvs9O71oQddr,anonymous,JA,1,20,1,3,400,4,4,4,3,7,6,6,6,5,5.5,7,7,5,5,5,5,6.5,5,2,6.5,4,4,1,8.5,5,5,5,5,3.5,5.5,4.5,5,2,2,5,7,5,5,5,5,5,5,5,6,2,1,5,9,5,5,5,5,5,5,5,5,4,2,1,9,5,5,5,5,4,2.5,4,6.5,0,0,2,10,5,5,5,5,4,5,5,5,3,2,1,8,5,5,5,5,5,5,5,5,4,4,4,7,5,5,3,5,6,3,2,6,6.5,1,1.5,8.5,5,5,5,5,5,5,5,5,2,3,2,9.5,5,5,5,5,6,4,4,6,4,4,4,7.5,5,5,5,5,5,5,5,5,3,1,5,8,5,5,5,5,5,5,5,5,6,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,5,7,7,3,1,2,2,1,2,3,2,2,2,2,4,3,4,1,2,1,2,1,4,4,4,4,1,1,1,2,1,2,1,2,1,2,1,2,1,2,3,4,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,50,5,47,1,0,,,,,,,,,,,,,,,,,,,,
