äJénì˙,èIóπì˙,âÒìöÇÃêiçsèÛãµ,èIóπèÛãµ,âÒìöéûä‘ÅiïbÅj,ìØà”Ç∑ÇÈÇ©,èIóπì˙,IDê∂ê¨,ìΩñº,ïÍçëåÍ,ìØà”Ç∑ÇÈÇ©,îNóÓ,ê´ï ,ç≈èIäwó,å¬êlé˚ì¸,ê¢ë—é˚ì¸,BADEó˚èKÉqÉìÉg1âéﬂ1,BADEó˚èKÉqÉìÉg1âéﬂ2,BADEó˚èKÉqÉìÉg1âéﬂ3,BADEó˚èKÉqÉìÉg1âéﬂ4,BADEó˚èKÉqÉìÉg2âéﬂ1,BADEó˚èKÉqÉìÉg2âéﬂ2,BADEó˚èKÉqÉìÉg2âéﬂ3,BADEó˚èKÉqÉìÉg2âéﬂ4,BADEó˚èKÉqÉìÉg3âéﬂ1,BADEó˚èKÉqÉìÉg3âéﬂ2,BADEó˚èKÉqÉìÉg3âéﬂ3,BADEó˚èKÉqÉìÉg3âéﬂ4,BADE1ÉqÉìÉg1âéﬂ1,BADE1ÉqÉìÉg1âéﬂ2,BADE1ÉqÉìÉg1âéﬂ3,BADE1ÉqÉìÉg1âéﬂ4,BADE1ÉqÉìÉg2âéﬂ1,BADE1ÉqÉìÉg2âéﬂ2,BADE1ÉqÉìÉg2âéﬂ3,BADE1ÉqÉìÉg2âéﬂ4,BADE1ÉqÉìÉg3âéﬂ1,BADE1ÉqÉìÉg3âéﬂ2,BADE1ÉqÉìÉg3âéﬂ3,BADE1ÉqÉìÉg3âéﬂ4,BADE2ÉqÉìÉg1âéﬂ1,BADE2ÉqÉìÉg1âéﬂ2,BADE2ÉqÉìÉg1âéﬂ3,BADE2ÉqÉìÉg1âéﬂ4,BADE2ÉqÉìÉg2âéﬂ1,BADE2ÉqÉìÉg2âéﬂ2,BADE2ÉqÉìÉg2âéﬂ3,BADE2ÉqÉìÉg2âéﬂ4,BADE2ÉqÉìÉg3âéﬂ1,BADE2ÉqÉìÉg3âéﬂ2,BADE2ÉqÉìÉg3âéﬂ3,BADE2ÉqÉìÉg3âéﬂ4,BADE3ÉqÉìÉg1âéﬂ1,BADE3ÉqÉìÉg1âéﬂ2,BADE3ÉqÉìÉg1âéﬂ3,BADE3ÉqÉìÉg1âéﬂ4,BADE3ÉqÉìÉg2âéﬂ1,BADE3ÉqÉìÉg2âéﬂ2,BADE3ÉqÉìÉg2âéﬂ3,BADE3ÉqÉìÉg2âéﬂ4,BADE3ÉqÉìÉg3âéﬂ1,BADE3ÉqÉìÉg3âéﬂ2,BADE3ÉqÉìÉg3âéﬂ3,BADE3ÉqÉìÉg3âéﬂ4,BADE4ÉqÉìÉg1âéﬂ1,BADE4ÉqÉìÉg1âéﬂ2,BADE4ÉqÉìÉg1âéﬂ3,BADE4ÉqÉìÉg1âéﬂ4,BADE4ÉqÉìÉg2âéﬂ1,BADE4ÉqÉìÉg2âéﬂ2,BADE4ÉqÉìÉg2âéﬂ3,BADE4ÉqÉìÉg2âéﬂ4,BADE4ÉqÉìÉg3âéﬂ1,BADE4ÉqÉìÉg3âéﬂ2,BADE4ÉqÉìÉg3âéﬂ3,BADE4ÉqÉìÉg3âéﬂ4,BADE5ÉqÉìÉg1âéﬂ1,BADE5ÉqÉìÉg1âéﬂ2,BADE5ÉqÉìÉg1âéﬂ3,BADE5ÉqÉìÉg1âéﬂ4,BADE5ÉqÉìÉg2âéﬂ1,BADE5ÉqÉìÉg2âéﬂ2,BADE5ÉqÉìÉg2âéﬂ3,BADE5ÉqÉìÉg2âéﬂ4,BADE5ÉqÉìÉg3âéﬂ1,BADE5ÉqÉìÉg3âéﬂ2,BADE5ÉqÉìÉg3âéﬂ3,BADE5ÉqÉìÉg3âéﬂ4,BADE6ÉqÉìÉg1âéﬂ1,BADE6ÉqÉìÉg1âéﬂ2,BADE6ÉqÉìÉg1âéﬂ3,BADE6ÉqÉìÉg1âéﬂ4,BADE6ÉqÉìÉg2âéﬂ1,BADE6ÉqÉìÉg2âéﬂ2,BADE6ÉqÉìÉg2âéﬂ3,BADE6ÉqÉìÉg2âéﬂ4,BADE6ÉqÉìÉg3âéﬂ1,BADE6ÉqÉìÉg3âéﬂ2,BADE6ÉqÉìÉg3âéﬂ3,BADE6ÉqÉìÉg3âéﬂ4,BADE7ÉqÉìÉg1âéﬂ1,BADE7ÉqÉìÉg1âéﬂ2,BADE7ÉqÉìÉg1âéﬂ3,BADE7ÉqÉìÉg1âéﬂ4,BADE7ÉqÉìÉg2âéﬂ1,BADE7ÉqÉìÉg2âéﬂ2,BADE7ÉqÉìÉg2âéﬂ3,BADE7ÉqÉìÉg2âéﬂ4,BADE7ÉqÉìÉg3âéﬂ1,BADE7ÉqÉìÉg3âéﬂ2,BADE7ÉqÉìÉg3âéﬂ3,BADE7ÉqÉìÉg3âéﬂ4,BADE8ÉqÉìÉg1âéﬂ1,BADE8ÉqÉìÉg1âéﬂ2,BADE8ÉqÉìÉg1âéﬂ3,BADE8ÉqÉìÉg1âéﬂ4,BADE8ÉqÉìÉg2âéﬂ1,BADE8ÉqÉìÉg2âéﬂ2,BADE8ÉqÉìÉg2âéﬂ3,BADE8ÉqÉìÉg2âéﬂ4,BADE8ÉqÉìÉg3âéﬂ1,BADE8ÉqÉìÉg3âéﬂ2,BADE8ÉqÉìÉg3âéﬂ3,BADE8ÉqÉìÉg3âéﬂ4,BADE9ÉqÉìÉg1âéﬂ1,BADE9ÉqÉìÉg1âéﬂ2,BADE9ÉqÉìÉg1âéﬂ3,BADE9ÉqÉìÉg1âéﬂ4,BADE9ÉqÉìÉg2âéﬂ1,BADE9ÉqÉìÉg2âéﬂ2,BADE9ÉqÉìÉg2âéﬂ3,BADE9ÉqÉìÉg2âéﬂ4,BADE9ÉqÉìÉg3âéﬂ1,BADE9ÉqÉìÉg3âéﬂ2,BADE9ÉqÉìÉg3âéﬂ3,BADE9ÉqÉìÉg3âéﬂ4,BADE10ÉqÉìÉg1âéﬂ1,BADE10ÉqÉìÉg1âéﬂ2,BADE10ÉqÉìÉg1âéﬂ3,BADE10ÉqÉìÉg1âéﬂ4,BADE10ÉqÉìÉg2âéﬂ1,BADE10ÉqÉìÉg2âéﬂ2,BADE10ÉqÉìÉg2âéﬂ3,BADE10ÉqÉìÉg2âéﬂ4,BADE10ÉqÉìÉg3âéﬂ1,BADE10ÉqÉìÉg3âéﬂ2,BADE10ÉqÉìÉg3âéﬂ3,BADE10ÉqÉìÉg3âéﬂ4,BADE11ÉqÉìÉg1âéﬂ1,BADE11ÉqÉìÉg1âéﬂ2,BADE11ÉqÉìÉg1âéﬂ3,BADE11ÉqÉìÉg1âéﬂ4,BADE11ÉqÉìÉg2âéﬂ1,BADE11ÉqÉìÉg2âéﬂ2,BADE11ÉqÉìÉg2âéﬂ3,BADE11ÉqÉìÉg2âéﬂ4,BADE11ÉqÉìÉg3âéﬂ1,BADE11ÉqÉìÉg3âéﬂ2,BADE11ÉqÉìÉg3âéﬂ3,BADE11ÉqÉìÉg3âéﬂ4,BADE12ÉqÉìÉg1âéﬂ1,BADE12ÉqÉìÉg1âéﬂ2,BADE12ÉqÉìÉg1âéﬂ3,BADE12ÉqÉìÉg1âéﬂ4,BADE12ÉqÉìÉg2âéﬂ1,BADE12ÉqÉìÉg2âéﬂ2,BADE12ÉqÉìÉg2âéﬂ3,BADE12ÉqÉìÉg2âéﬂ4,BADE12ÉqÉìÉg3âéﬂ1,BADE12ÉqÉìÉg3âéﬂ2,BADE12ÉqÉìÉg3âéﬂ3,BADE12ÉqÉìÉg3âéﬂ4,ã^éóâ»äwêMïÚé⁄ìx1,ã^éóâ»äwêMïÚé⁄ìx2,ã^éóâ»äwêMïÚé⁄ìx3,ã^éóâ»äwêMïÚé⁄ìx4,ã^éóâ»äwêMïÚé⁄ìx5,ã^éóâ»äwêMïÚé⁄ìx6,ã^éóâ»äwêMïÚé⁄ìx7,ã^éóâ»äwêMïÚé⁄ìx8,ã^éóâ»äwêMïÚé⁄ìx9,ã^éóâ»äwêMïÚé⁄ìx10,ã^éóâ»äwêMïÚé⁄ìx11,ã^éóâ»äwêMïÚé⁄ìx12,ã^éóâ»äwêMïÚé⁄ìx13,ã^éóâ»äwêMïÚé⁄ìx14,ã^éóâ»äwêMïÚé⁄ìx15,ã^éóâ»äwêMïÚé⁄ìx16,ã^éóâ»äwêMïÚé⁄ìx17,ã^éóâ»äwêMïÚé⁄ìx18,ã^éóâ»äwêMïÚé⁄ìx19,CMQ-J1,CMQ-J2,CMQ-J3,CMQ-J4,CMQ-J5,â»äwìIêÑò_î\óÕ1,â»äwìIêÑò_î\óÕ2,â»äwìIêÑò_î\óÕ3,â»äwìIêÑò_î\óÕ4,â»äwìIêÑò_î\óÕ5,â»äwìIêÑò_î\óÕ6,â»äwìIêÑò_î\óÕ7,â»äwìIêÑò_î\óÕ8,â»äwìIêÑò_î\óÕ9,â»äwìIêÑò_î\óÕ10,â»äwìIêÑò_î\óÕ11,â»äwìIêÑò_î\óÕ12,îÌäQñœëz1,îÌäQñœëz2,îÌäQñœëz3,îÌäQñœëz4,îÌäQñœëz5,îÌäQñœëz6,îÌäQñœëz7,îÌäQñœëz8,îÌäQñœëz9,îÌäQñœëz10,îÌäQñœëz11,îÌäQñœëz12,îÌäQñœëz13,îÌäQñœëz14,îÌäQñœëz15,îÌäQñœëz16,îÌäQñœëz17,îÌäQñœëz18,CRT1,CRT2,CRT3
2024/6/26 3:40,2024/6/26 4:15,0,100,2105,1,2024/6/26 4:15,R_4QDBWz81bN2JZgk,anonymous,JA,1,38,1,4,780,1100,8,3,1,2,8,7,1.5,7,1,1,6,7.5,7,5.5,1.5,6.5,7,5.5,1.5,8.5,0,3,1.5,9.5,4,5,5.5,6,2.5,6.5,2.5,6,2.5,2,1.5,5,5.5,4,4,6,5,4.5,4.5,6.5,0,0,0,10,7,6,7,6,5,5.5,5.5,7.5,2,0.5,0.5,9.5,6.5,5.5,3.5,5,2,1,1.5,7.5,0,0,1.5,9.5,5.5,5.5,1.5,5.5,2,5,1,6.5,0.5,2,0.5,9,6.5,5,1,6,5.5,5.5,1,7,1.5,1.5,0.5,9.5,7,5,4,6,3.5,2.5,4,8,3,0.5,4,9.5,5.5,5,1.5,5,2.5,5,1,6.5,0,0.5,0,9.5,6.5,0.5,3.5,7,7,0.5,2.5,6,4,0,0.5,7,5,3.5,3.5,5,3,3.5,3.5,5.5,0.5,1,3.5,9,5,5,5,5,5.5,4.5,4,6,3.5,1,1,9.5,5,5,4,4,4,4,3,3,3,3,4,3,4,3,3,3,4,2,1,5,9,4,6,7,2,2,1,2,2,2,1,2,1,2,1,1,2,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,4,50,5,47
2024/6/26 3:37,2024/6/26 4:13,0,100,2160,1,2024/6/26 4:13,R_42JUY7fa8lU8a8x,anonymous,JA,1,39,2,4,100,650,6,1.5,1.5,2,4.5,2,1.5,5,3,1.5,1,7,4,6,0.5,3,4.5,6.5,0.5,8,4,3.5,0.5,10,1.5,7,4,2,0.5,9.5,0.5,5,0.5,1.5,4,2,8.5,2.5,5.5,6,9.5,2,4,7,1,0,0.5,10,9,5.5,4.5,7,7.5,4,3,9,6,2,0.5,10,8,7,3,5,3,4.5,5,9.5,0,3,4,10,8,4,1,4,0.5,0,2.5,7,0.5,0,0,9.5,4,3.5,0.5,5,3,5,0,6,0,4,0,9.5,6,7,0.5,4.5,6.5,4,0.5,8,6.5,2.5,0.5,10,7,4.5,5.5,6,4.5,1.5,5,8,0.5,0,0.5,10,7,2.5,5.5,9,7.5,6,5,6.5,0.5,5,5,7.5,9,4,4,6,8,3.5,5,6.5,0,0.5,0.5,10,6,9.5,1.5,4,8,10,4,2.5,4.5,4.5,6,9.5,4,4,4,3,5,4,3,4,1,2,4,3,4,3,4,4,2,4,4,8,9,6,5,7,1,2,2,2,1,1,2,2,1,2,1,2,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47
2024/6/26 2:08,2024/6/26 2:42,0,100,2043,1,2024/6/26 2:42,R_44xj7QIyyd0NoBX,anonymous,JA,1,50,1,4,330,330,6.5,3,5,5,5,6,7,6.5,5,5,6,4,7.5,6.5,2,8,8,5,2,9.5,8.5,4,2,10,7,7.5,5,8,3.5,8.5,3,6.5,4.5,2.5,6,8.5,8.5,5,6,7.5,8.5,5,7,8.5,5,2,5,10,8.5,7,5,7.5,8.5,7,3,8,7,5,5,9.5,8.5,8.5,4,7,4,2,5,9,2,2,5,10,6,5.5,5,5,6.5,5,5,8,7,3,4,9.5,8,7.5,2.5,7,8.5,8,2.5,9,5,5,2.5,9.5,7.5,7.5,5,7.5,8,6.5,5,9.5,6,5,5,9.5,7,7,4,7,7,6.5,4,7.5,5,4,3,10,7,2.5,5,7,7.5,2.5,5,8,5,1,5,9.5,7.5,5,6,8,7.5,5,5,8.5,5,4,5,10,8,7,5,6,8.5,7,4,6,7.5,4,2.5,9.5,3,3,3,2,3,2,3,2,1,3,1,3,1,3,3,3,4,2,2,7,9,5,6,7,1,2,1,2,2,2,1,2,1,2,2,2,2,3,3,4,3,3,3,4,3,4,4,4,5,5,4,4,5,4,50,5,47
2024/6/26 3:37,2024/6/26 4:07,0,100,1779,1,2024/6/26 4:07,R_43eDzRrdmdayXR6,anonymous,JA,1,58,1,4,400,400,6.5,1,5,1,7,7,5,7,0,0,0,7,8,1.5,2,1,8.5,5,5,1,0,5,5,7.5,9,10,9,10,2,10,0,0,5,5,8,5,10,5,5,8,5.5,0,10,10,5.5,0,4.5,10,8.5,8.5,0.5,9,5,5,0.5,7.5,5,0,0.5,10,9,9,2.5,5,0.5,5,2.5,5,2,0.5,2.5,9,9.5,1.5,2,9,1,5.5,5,9,0,0,5,10,10,9,0,5,5,9,0,8.5,5,5,0,8.5,9.5,9,2.5,9,2,2.5,2.5,9,8,2.5,1.5,10,9,8.5,9,10,6.5,2,4,8.5,8,8.5,1.5,10,9,9.5,5,10,9,9.5,10,10,0,2,1,10,9.5,1,5,8.5,0,0,0.5,0.5,0,0,0.5,0.5,10,10,5,10,10,10,4,10,10,5,5,10,1,1,1,1,1,1,5,4,2,4,1,4,2,3,4,2,4,1,1,4,9,3,2,2,2,2,2,2,2,1,1,2,1,1,2,2,3,2,4,5,5,2,4,3,4,5,4,5,4,5,2,5,5,5,100,5,47
2024/6/26 1:58,2024/6/26 2:28,0,100,1798,1,2024/6/26 2:28,R_4ANOAXNCeDEeVFf,anonymous,JA,1,49,1,6,100,250,7,2,4,2,4,5,2,7,2,2,2,8,7,3,3,7,6,2,2,8,3,1,1,9,6,2,6,7,3,7,3,5,2,2,7,4,7,4,5,6,5,4.5,3,7,0.5,0.5,0.5,10,7,7,4,7,7,7,3,8,0.5,0.5,0.5,10,6,6,4,5.5,1,2,5,9,0.5,0.5,5,10,6,4,4,7,1,2,3,8,0.5,0,0.5,10,7,7,1.5,6,7.5,7.5,0.5,8,1,2,0.5,9.5,7,7.5,5,7,6,5,5,9,1,2,5,10,6,7,3,6,7,3,7.5,6.5,0.5,0.5,0.5,10,7,6,5,7,7,5.5,3,7,1,1.5,1.5,9,7,5,6,7,7,5,6,8,0.5,1,5,10,7.5,8.5,5.5,7.5,6.5,7.5,4,6,6,4,2,9,5,2,2,1,2,3,4,2,1,1,1,3,1,1,1,1,1,1,1,3,9,4,2,3,1,2,1,2,2,2,1,2,1,2,2,2,2,2,3,5,5,3,2,2,1,3,2,5,5,5,2,5,5,5,50,5,47
2024/6/26 2:13,2024/6/26 2:46,0,100,1964,1,2024/6/26 2:46,R_4prC9baIYIjWAcV,anonymous,JA,1,42,2,4,550,950,8.5,5.5,3.5,7,8.5,6.5,5.5,8,6.5,5.5,4.5,8.5,9,6,3,8.5,9,5.5,2.5,9.5,7,5.5,2,10,7,8,7.5,9.5,5,8.5,6.5,9,5.5,7.5,6,8.5,7,5.5,3.5,6.5,7.5,6,2.5,8,5.5,3.5,6,8.5,10,8.5,4,8,7,8.5,3,8.5,4,4,3,9.5,9,9,6,8,5.5,3.5,6.5,9.5,3.5,3,8.5,10,8,5.5,2,6,5,6,4,6.5,1.5,3,2,9.5,6.5,7.5,2.5,1.5,6,6,5,6.5,3,7.5,6.5,8.5,10,6,3,8,6,6.5,3.5,7.5,8.5,5,4,8,8,8.5,5.5,8,7.5,6,6,8,5,4.5,7,8,7,8.5,9,6,8,8,4,5,7.5,5,2,5.5,6.5,5.5,7.5,7.5,4.5,3.5,8.5,8,4,3.5,4.5,6.5,6,5.5,1,3,4.5,4.5,4,5.5,3,7.5,7,6,2,4,1,4,4,2,3,4,2,2,4,4,4,2,3,4,4,1,1,4,9,5,5,4,1,1,2,2,1,2,1,2,1,1,1,1,3,4,3,4,3,5,3,4,4,3,5,5,5,5,5,5,5,5,50,5,47
2024/6/26 1:58,2024/6/26 2:45,0,100,2864,1,2024/6/26 2:45,R_4fqbal9k3JK5b0n,anonymous,JA,1,50,1,4,330,490,6,2,1,3,7,7,0.5,6,0.5,1,0.5,0,9,1.5,1,8,6,1,1,9.5,2,0.5,0.5,10,5.5,0.5,4.5,4,2,6,0.5,7.5,0.5,0,0,1,7,1,0.5,6.5,8,1.5,0.5,9,0.5,0.5,0.5,9.5,8.5,6.5,1,7,7,8.5,0.5,9,1.5,0,0.5,9.5,7,7,1.5,2.5,4,2,4.5,9,0.5,0,5,10,2,1.5,1,8.5,1,0.5,0.5,8.5,0.5,0,0,9.5,8,7.5,0.5,2,8.5,7.5,0.5,5.5,0.5,4,0,9,8,7,1,8,6,4,1,9.5,1.5,1.5,1,9.5,9.5,7,3.5,2,7,7.5,1,2,5.5,0,0.5,8.5,9.5,1,3,7.5,4.5,1,6.5,3.5,1.5,0,1.5,6,8,6,3,8.5,4.5,4,3,8,2.5,4,1,9.5,7.5,8,2,3,5.5,8.5,4,4,1.5,0.5,0.5,10,5,5,4,1,5,1,4,4,1,1,5,5,2,2,2,5,4,5,5,8,9,3,7,8,1,2,1,2,2,2,1,2,1,1,1,1,1,3,3,2,2,3,3,2,3,2,3,3,3,5,2,3,5,5,50,5,47
2024/6/26 1:59,2024/6/26 2:33,0,100,2040,1,2024/6/26 2:33,R_4eRlt44bvXXkqWO,anonymous,JA,1,48,2,2,240,780,8,3.5,5,2.5,5,6,3,6.5,5,1,3,7.5,7,6,1,9,7,6,1,9.5,4.5,6,1,10,6,4,6,5,0,7,1,1,3,0.5,2,4,7.5,1,3,7,8,1,3,8,0,0,3,10,8.5,6,2,6,8.5,6,2,7,2,0,0,9,7,7,3,5,2,1,3,7,0,0,5,10,4,4,2.5,6.5,1,4,2.5,7,0,0,0,9.5,7,6.5,1,5,7,7,1,6,3,4,1,8.5,6,6,2,7.5,5,3,2,8,5,3,2,10,7.5,6.5,3,6,7,6.5,3,6,2,1,0,9,7,6,1,6,7.5,4,1,6,7.5,5,1,7,7,3,5,7,7,3,5,7,0,3,5,8,7,7,2,5,6,7,4,6,4,3,1,8,4,4,4,3,4,3,3,2,3,2,2,3,4,3,3,4,4,3,2,5,6,5,4,7,2,2,1,2,1,1,2,2,2,2,2,2,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,50,5,47
2024/6/26 2:04,2024/6/26 2:31,0,100,1636,1,2024/6/26 2:31,R_4kB6KAie6rO0cok,anonymous,JA,1,47,2,4,760,1400,5,3.5,1,5,6,5,1,8,2,0.5,5,5,7,2.5,2,6,7,1,0.5,8,1.5,2,0.5,9.5,6.5,5.5,6,3,2,9,1,4,3,6.5,6,8,6,4,5,7.5,9,5,3,9,2,0.5,1,10,8.5,5,8.5,5,8.5,5.5,8.5,7.5,1,1,1,9.5,7,6,5,7,2.5,1,3.5,9,0,0,3.5,10,8,3,3,6,8,0.5,2,8,1.5,0,0,10,8,8,1,6.5,7,8,0.5,9,3.5,4,0.5,10,8.5,6.5,5,5,8,2.5,5,8,8,2.5,5,8.5,6.5,6.5,3.5,5.5,6.5,6.5,3.5,6,0.5,0.5,0.5,9.5,5.5,5,5.5,8,6,5,1.5,9,6.5,0,1.5,9,6,6,5,6,6,6,5,8,6,6,5,9,6,6,6,6,6,6,4,6,6.5,6,2,9,4,4,4,4,5,3,1,5,4,3,5,4,5,4,3,4,4,2,2,9,10,4,6,8,1,1,1,2,2,2,1,2,1,2,1,1,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,100,5,24
2024/6/26 2:58,2024/6/26 3:38,0,100,2442,1,2024/6/26 3:38,R_47SfkNS9HCXUgAF,anonymous,JA,1,25,1,2,80,80,8,0.5,3.5,0,8,5.5,3.5,6,3,5.5,3.5,6.5,8.5,2.5,0.5,8.5,8.5,3,0.5,10,2,3.5,0.5,10,7.5,6.5,6,10,1,7.5,0,10,1.5,0.5,2,10,7.5,5.5,5,6,8.5,6.5,5.5,6.5,0,0,5.5,10,8,6,0,6,8,3,0,7.5,1.5,0,0,10,8,6.5,5.5,6.5,5,0,6,10,0,0,6,10,6,5,4.5,7,0,4.5,4,8,0,4.5,3,10,5,5,0,6,5,5,0,7.5,5,5,0,10,6,6,4,6,7,5.5,4,6.5,7,5.5,4,7.5,6,7,6.5,6.5,6,7,6.5,7.5,6,7,6.5,10,6,8.5,5,6.5,6,0,6,8,6,0,1,9,8.5,5,5,5,8.5,5,5,5,8.5,5,5,8,6.5,7,5,5,6.5,7,4,5,6.5,7,5,7.5,3,3,3,3,3,2,4,2,2,1,3,5,2,3,3,3,2,2,3,10,11,8,8,10,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,50,5,47
2024/6/26 5:05,2024/6/26 5:31,0,100,1561,1,2024/6/26 5:31,R_4fvg2hug8wTr30R,anonymous,JA,1,48,1,2,650,950,8.5,8.5,8.5,8.5,9.5,8.5,7.5,8.5,4.5,3.5,7.5,4.5,9,7,8,9,9,9,8,9,5.5,7.5,8,9,9,8.5,8.5,9,6,9,5,4.5,8.5,6,8.5,7.5,8,5,8,6.5,7,5,7,6.5,7,1,7,8.5,8.5,5,3,8.5,7.5,5,3,8.5,3.5,2.5,3,9.5,9,9,7,8.5,7.5,3,4.5,9.5,1,1.5,4.5,10,7,5,5.5,3.5,8.5,5,5.5,5,8.5,3,5.5,7.5,9,8,2,8.5,9,8,2,9.5,4.5,8,1,9.5,8.5,5,3.5,8.5,8,3,3.5,8.5,8,3,3.5,9.5,8,8,5.5,3,6.5,8,5.5,4.5,5.5,5,2.5,7.5,7.5,4,7.5,8.5,7.5,4,6,8.5,4,4,4,8.5,8.5,3.5,8,8,7,2.5,8,8,7,2.5,8,9,7.5,8.5,7,7.5,7.5,8.5,4,4.5,6,8.5,8.5,9.5,4,5,4,4,5,4,2,4,3,3,2,4,3,4,4,4,4,5,5,9,9,5,9,9,2,2,2,2,2,2,1,2,2,2,1,2,3,3,3,5,4,3,4,4,4,4,4,5,5,5,4,5,5,5,100,5,47
2024/6/26 2:07,2024/6/26 2:28,0,100,1303,1,2024/6/26 2:28,R_440M1Lu8nEAPNev,anonymous,JA,1,49,1,4,800,900,5,5,5,5,5,5.5,5.5,6,5,5,5.5,5.5,5.5,5,4.5,5.5,6,4.5,4.5,7,5.5,5,5,7.5,5.5,5.5,5,5.5,5,6,5,5.5,5,4.5,5,4.5,6,5,5,5.5,6,5,5,6,3,5,3,9,6,6,5,6,6,6,5,6,5.5,5.5,3,9,5.5,5.5,4.5,5.5,4.5,3.5,4.5,7,3,3,4,10,5.5,5,5,5,5.5,5,5,5,4.5,3.5,2.5,9,6,5,4.5,5.5,6.5,5,4,6,5,5,4,8,6,5.5,5,5.5,5.5,5,5,7,5,5,5,9,6,6,5.5,6,6,6,5.5,6,4,4,4,9,5,5,5,5,5.5,5,5,6,5.5,4,5,7.5,6,5,5,5,5,5,5,5,5,3,5,6.5,6.5,6.5,5,5,6.5,6.5,4,5,6.5,6.5,5,6.5,4,4,3,3,4,3,3,2,2,3,3,3,4,2,4,3,3,2,3,7,7,6,6,7,2,2,1,2,2,2,1,2,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47
2024/6/26 2:37,2024/6/26 3:05,0,100,1691,1,2024/6/26 3:05,R_4DMH1IdcE4Csfcf,anonymous,JA,1,46,1,4,300,400,4,2.5,7,3,4.5,4.5,8,5.5,0.5,1,9,1.5,6.5,5,3,5.5,7,5,2,7,3,5,2,9,5,5,4,5,3.5,6.5,2,2,3.5,0.5,5,6,6.5,2.5,3.5,5.5,7,1.5,3.5,6,2,0,1.5,9.5,5,5,4,5,3.5,5,3,5.5,1,0.5,0.5,9.5,5,5,5,5,4.5,4.5,5.5,7,1,0.5,5,9.5,4.5,4.5,4,5,2.5,2,3,6,1,0.5,0,9,5,3,2,4.5,6.5,3.5,1.5,5,4,1,1.5,8.5,6,5,3.5,5,7.5,5,3.5,6.5,8,5,3,7.5,5.5,5,4,5.5,5.5,5,4,5.5,1,2.5,2,8.5,5,4,3.5,5,5,4.5,4,5.5,5.5,3,0.5,7.5,5.5,2.5,3.5,5,4,1.5,4.5,4.5,1.5,1,2,8.5,6.5,6,4,5.5,5.5,6,4,6,4.5,4.5,2,9.5,4,4,3,3,4,2,3,4,3,2,4,3,4,4,3,4,4,2,2,7,10,7,8,9,1,1,2,2,2,1,2,1,2,2,1,1,3,4,4,4,4,5,5,5,5,4,3,4,4,4,5,5,5,5,100,100,24
2024/6/26 2:18,2024/6/26 2:47,0,100,1771,1,2024/6/26 2:47,R_4Ey1r4tUnudP0JS,anonymous,JA,1,34,1,4,200,700,6,5,1.5,5,6.5,6,3,6.5,0.5,0,5.5,6,10,6,2,8,10,4,1,9.5,2,3,0.5,10,6,3,7,7.5,0,5,0.5,6,0,0,1.5,7,8.5,1.5,5,8.5,9,2,5,9,1,0,2,10,8,1.5,6,6,8,1.5,6,8,0,0,0,10,7,6,0.5,5.5,0,0,0,10,0,0,0,10,6,2,1,7,3.5,1.5,1,8,1,0.5,0.5,10,7,5,0,6,7,4,0,8,3,1,0,10,7,6,1,7,7,3,0.5,7,2.5,1,0.5,10,7.5,5.5,5,5,7,5,4,6,0,0,0,10,6,5.5,5,6,5,3,5,5,0.5,0,3,6,6,5,6,5.5,5.5,5,5.5,5,0,0,0,10,8.5,8.5,5,5,7,7,4,6,7,6,6,9.5,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,3,10,3,2,4,2,2,1,2,2,2,1,2,1,2,1,2,4,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,100,5,47
2024/6/26 2:06,2024/6/26 2:36,0,100,1831,1,2024/6/26 2:36,R_42ySmG5Xl1vewOJ,anonymous,JA,1,49,1,4,300,300,10,0.5,9,1,9,1,9,3,5,0.5,6,6.5,9.5,9,0,8,8,1,0,10,0.5,0.5,0,10,9,1,8,9,1,6,0.5,2,0.5,0,9,1,7,3,1,7,3,1,0.5,9,0,0,0,10,9.5,8.5,6,9.5,3,3,6,9.5,0.5,0.5,0,10,8,8,1,5,0.5,1,1,9,0,0,5,10,9,5,1,8,9,1,1,8,2,0.5,0.5,10,9,9,3,9,9,9,3,9.5,0,1,3,10,9,6,5,7,5,1,5,10,1,0.5,5,10,8,8,2,6,8,5,2,7,0,0,0,10,5.5,5,5,5.5,9,1,0.5,5,1,0,0,9.5,8,0.5,9,9,8,0.5,8,9.5,0,0,0,10,6,6,5,6,7,7,4,7,4,0.5,0,10,2,1,1,1,2,3,5,2,2,3,1,2,2,3,3,4,3,2,2,3,8,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,3,4,5,5,4,4,4,2,4,5,5,5,5,4,5,5,5,50,5,47
