開始日,終了日,回答の進行状況,終了状況,回答時間（秒単位）,記録日,ID生成,匿名,母国語,同意するか,年齢,性別,最終学歴,個人収入,世帯収入,BADE練習ヒント1解釈1,BADE練習ヒント1解釈2,BADE練習ヒント1解釈3,BADE練習ヒント1解釈4,BADE練習ヒント2解釈1,BADE練習ヒント2解釈2,BADE練習ヒント2解釈3,BADE練習ヒント2解釈4,BADE練習ヒント3解釈1,BADE練習ヒント3解釈2,BADE練習ヒント3解釈3,BADE練習ヒント3解釈4,BADE1ヒント1解釈1,BADE1ヒント1解釈2,BADE1ヒント1解釈3,BADE1ヒント1解釈4,BADE1ヒント2解釈1,BADE1ヒント2解釈2,BADE1ヒント2解釈3,BADE1ヒント2解釈4,BADE1ヒント3解釈1,BADE1ヒント3解釈2,BADE1ヒント3解釈3,BADE1ヒント3解釈4,BADE2ヒント1解釈1,BADE2ヒント1解釈2,BADE2ヒント1解釈3,BADE2ヒント1解釈4,BADE2ヒント2解釈1,BADE2ヒント2解釈2,BADE2ヒント2解釈3,BADE2ヒント2解釈4,BADE2ヒント3解釈1,BADE2ヒント3解釈2,BADE2ヒント3解釈3,BADE2ヒント3解釈4,BADE3ヒント1解釈1,BADE3ヒント1解釈2,BADE3ヒント1解釈3,BADE3ヒント1解釈4,BADE3ヒント2解釈1,BADE3ヒント2解釈2,BADE3ヒント2解釈3,BADE3ヒント2解釈4,BADE3ヒント3解釈1,BADE3ヒント3解釈2,BADE3ヒント3解釈3,BADE3ヒント3解釈4,BADE4ヒント1解釈1,BADE4ヒント1解釈2,BADE4ヒント1解釈3,BADE4ヒント1解釈4,BADE4ヒント2解釈1,BADE4ヒント2解釈2,BADE4ヒント2解釈3,BADE4ヒント2解釈4,BADE4ヒント3解釈1,BADE4ヒント3解釈2,BADE4ヒント3解釈3,BADE4ヒント3解釈4,BADE5ヒント1解釈1,BADE5ヒント1解釈2,BADE5ヒント1解釈3,BADE5ヒント1解釈4,BADE5ヒント2解釈1,BADE5ヒント2解釈2,BADE5ヒント2解釈3,BADE5ヒント2解釈4,BADE5ヒント3解釈1,BADE5ヒント3解釈2,BADE5ヒント3解釈3,BADE5ヒント3解釈4,BADE6ヒント1解釈1,BADE6ヒント1解釈2,BADE6ヒント1解釈3,BADE6ヒント1解釈4,BADE6ヒント2解釈1,BADE6ヒント2解釈2,BADE6ヒント2解釈3,BADE6ヒント2解釈4,BADE6ヒント3解釈1,BADE6ヒント3解釈2,BADE6ヒント3解釈3,BADE6ヒント3解釈4,BADE7ヒント1解釈1,BADE7ヒント1解釈2,BADE7ヒント1解釈3,BADE7ヒント1解釈4,BADE7ヒント2解釈1,BADE7ヒント2解釈2,BADE7ヒント2解釈3,BADE7ヒント2解釈4,BADE7ヒント3解釈1,BADE7ヒント3解釈2,BADE7ヒント3解釈3,BADE7ヒント3解釈4,BADE8ヒント1解釈1,BADE8ヒント1解釈2,BADE8ヒント1解釈3,BADE8ヒント1解釈4,BADE8ヒント2解釈1,BADE8ヒント2解釈2,BADE8ヒント2解釈3,BADE8ヒント2解釈4,BADE8ヒント3解釈1,BADE8ヒント3解釈2,BADE8ヒント3解釈3,BADE8ヒント3解釈4,BADE9ヒント1解釈1,BADE9ヒント1解釈2,BADE9ヒント1解釈3,BADE9ヒント1解釈4,BADE9ヒント2解釈1,BADE9ヒント2解釈2,BADE9ヒント2解釈3,BADE9ヒント2解釈4,BADE9ヒント3解釈1,BADE9ヒント3解釈2,BADE9ヒント3解釈3,BADE9ヒント3解釈4,BADE10ヒント1解釈1,BADE10ヒント1解釈2,BADE10ヒント1解釈3,BADE10ヒント1解釈4,BADE10ヒント2解釈1,BADE10ヒント2解釈2,BADE10ヒント2解釈3,BADE10ヒント2解釈4,BADE10ヒント3解釈1,BADE10ヒント3解釈2,BADE10ヒント3解釈3,BADE10ヒント3解釈4,BADE11ヒント1解釈1,BADE11ヒント1解釈2,BADE11ヒント1解釈3,BADE11ヒント1解釈4,BADE11ヒント2解釈1,BADE11ヒント2解釈2,BADE11ヒント2解釈3,BADE11ヒント2解釈4,BADE11ヒント3解釈1,BADE11ヒント3解釈2,BADE11ヒント3解釈3,BADE11ヒント3解釈4,BADE12ヒント1解釈1,BADE12ヒント1解釈2,BADE12ヒント1解釈3,BADE12ヒント1解釈4,BADE12ヒント2解釈1,BADE12ヒント2解釈2,BADE12ヒント2解釈3,BADE12ヒント2解釈4,BADE12ヒント3解釈1,BADE12ヒント3解釈2,BADE12ヒント3解釈3,BADE12ヒント3解釈4,疑似科学信奉尺度1,疑似科学信奉尺度2,疑似科学信奉尺度3,疑似科学信奉尺度4,疑似科学信奉尺度5,疑似科学信奉尺度6,疑似科学信奉尺度7,疑似科学信奉尺度8,疑似科学信奉尺度9,疑似科学信奉尺度10,疑似科学信奉尺度11,疑似科学信奉尺度12,疑似科学信奉尺度13,疑似科学信奉尺度14,疑似科学信奉尺度15,疑似科学信奉尺度16,疑似科学信奉尺度17,疑似科学信奉尺度18,疑似科学信奉尺度19,CMQ-J1,CMQ-J2,CMQ-J3,CMQ-J4,CMQ-J5,科学的推論能力1,科学的推論能力2,科学的推論能力3,科学的推論能力4,科学的推論能力5,科学的推論能力6,科学的推論能力7,科学的推論能力8,科学的推論能力9,科学的推論能力10,科学的推論能力11,科学的推論能力12,被害妄想1,被害妄想2,被害妄想3,被害妄想4,被害妄想5,被害妄想6,被害妄想7,被害妄想8,被害妄想9,被害妄想10,被害妄想11,被害妄想12,被害妄想13,被害妄想14,被害妄想15,被害妄想16,被害妄想17,被害妄想18,CRT1,CRT2,CRT3,IMC,IMC,IMC,IMC,IMC,IMC,IMC,IMC,IMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/6/26 2:00,2024/6/26 2:20,0,100,1197,2024/6/26 2:20,R_4mwPCTfaKsoLFOx,anonymous,JA,1,24,1,4,240,240,5.5,5,5,5,7.5,5,5.5,5.5,2.5,1,6.5,7.5,6,5.5,4,6.5,6.5,5,3.5,8.5,4.5,4,4,9,5,5,5,5,5,6,2.5,0.5,3.5,1.5,4,8,5,5,5,5,5.5,5,2.5,5.5,0,1.5,0,9.5,7,7,6.5,6.5,7,7,6.5,8,4,2.5,1.5,9,6.5,5,5,2,3,2,5,7,0.5,0,5,10,5,5,5,5,1,2.5,2,6.5,2,0,0,10,5,5,2,5,2.5,1.5,2,7,2.5,1.5,2,8,5,5,5,5,5,1,0,5,8,0,0,8,5,1.5,5,5,5,1.5,7.5,7.5,0,1.5,0,10,5,5,5,5,7.5,0.5,1.5,7,3,0,0,8,5,5,5,5,4.5,2.5,5,5,1.5,5,2,8.5,6,6.5,5,5,6,7.5,5,5,1.5,2.5,2.5,9,2,2,2,2,3,1,4,1,3,4,1,2,2,1,4,2,2,1,1,6,8,3,2,3,2,2,2,2,2,2,1,2,2,2,1,1,1,1,4,4,2,3,1,1,1,5,3,2,2,5,2,1,5,2,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 1:58,2024/6/26 2:20,0,100,1282,2024/6/26 2:20,R_4CJmtEhPhcrSNKR,anonymous,JA,1,38,1,4,350,350,6,1.5,0.5,1,5,5,2,5,0.5,0,2,3.5,5,9,5,9.5,5,8,5,10,5,6.5,5,10,8.5,8.5,7,8.5,3,9.5,3,9,4,3.5,4,5,10,6.5,8,9.5,10,5,7.5,9.5,1,0,6.5,10,9.5,9.5,8,9.5,9.5,8.5,8,9.5,4.5,2,2.5,9.5,9.5,9,4,9.5,1,2.5,4,10,0,0,0.5,10,9,5,5,9,8,5,5,10,1,1,0,10,10,7.5,4,9,6,2,1,9.5,1.5,1.5,1,10,9,9,5,10,9.5,5.5,2,10,9.5,5.5,2,10,8.5,8,3,8.5,5.5,8,3,8.5,0.5,0.5,0.5,10,9,9,6.5,9,9,9,8,9,8,0.5,3.5,9.5,9,6.5,8,9,9.5,3.5,5,9.5,7.5,0,0.5,10,9,9.5,7,9,9,9.5,8,9,7,3.5,1,10,5,4,4,4,4,2,3,2,2,1,2,4,2,3,4,2,5,2,2,9,10,6,7,7,2,2,1,2,2,1,1,2,1,2,1,1,1,2,4,4,3,2,2,4,3,3,2,4,3,3,2,3,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:04,2024/6/26 2:20,0,100,952,2024/6/26 2:20,R_4ICCe8eDd4wEDAZ,anonymous,JA,1,25,2,4,200,1500,7,6,4.5,6,7,8,4.5,8,6.5,7.5,3,8.5,8.5,6,4,8,8.5,5.5,2,9,5,7,1,9.5,6.5,7,5.5,8,6,8,4.5,7.5,8,3,7,7.5,5.5,4,3.5,4.5,7,3,3,5.5,2,1.5,5,9,8.5,6.5,5.5,7,8.5,5.5,4,8.5,8,0.5,3,9,7,5.5,1,7.5,4,1.5,2.5,9,0.5,0.5,3,9.5,7,4,3.5,5.5,6.5,3,1.5,3.5,7,1,1,9,7.5,6,0.5,5.5,7,6.5,0.5,8,5,5.5,0.5,9,8.5,6,3.5,7.5,8.5,4,3.5,8,8.5,2.5,3.5,9.5,7.5,6.5,5.5,4,7,5.5,3,2.5,0.5,0.5,1.5,9.5,6.5,0.5,6,4,9,0.5,3.5,7.5,7.5,0.5,2.5,8.5,7,1,3.5,6,6,1,2,8.5,0.5,1,2,9,7.5,7,2.5,4.5,6,6,2,3,6.5,5.5,1,7.5,4,4,2,2,3,1,4,4,2,3,2,4,1,2,3,2,4,2,2,7,8,5,5,4,1,1,1,2,2,1,1,1,1,2,1,1,1,3,3,4,3,3,2,2,3,2,3,4,5,5,4,3,5,5,10,20,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 1:57,2024/6/26 2:20,0,100,1359,2024/6/26 2:20,R_2VFMstQ4tneQJC9,anonymous,JA,1,54,2,4,0,0,2,1,2,2,3.5,3,3,5,3,2.5,1,6,7,7,1,7,5,2,0.5,8.5,2.5,1,0.5,9.5,6,6,5.5,6,1.5,8,1.5,5,6,0.5,1,7.5,5.5,4.5,5,5.5,4.5,4,5.5,7,0.5,0.5,0.5,9.5,6,6,4.5,6,6,6,3.5,6,2,1.5,0.5,9,6.5,6.5,4,6.5,2,2,2,8.5,0.5,0.5,2,9.5,5,4.5,4,6.5,1.5,3.5,3,7,1,0.5,0.5,9.5,7,6,2.5,6,5,3,1,8,1,2,1,9.5,8,7.5,3,8,1.5,2,3,9.5,1,1,3,9.5,7,7,5.5,7,7,7,5.5,7,1,1.5,0.5,9.5,7.5,6,5,7.5,7.5,5,4,7.5,8,1,3,8.5,6,2.5,5,6,6.5,2,5,6.5,2,1,5,9,7,6.5,3,4.5,7.5,7,3,5,8.5,3,1.5,9,4,4,4,3,4,3,3,3,2,3,4,4,4,5,3,3,4,2,2,9,9,5,8,7,2,2,1,2,2,2,1,2,1,2,1,1,2,4,5,1,1,3,4,4,4,1,1,4,4,4,4,4,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:02,2024/6/26 2:20,0,100,1057,2024/6/26 2:20,R_4uc9ftVNKGT9Qk1,anonymous,JA,1,35,1,4,420,700,2,0.5,3,5,2.5,0.5,1.5,3.5,5,5,5,2,7,1.5,3,4,5,3,2,6.5,1,2,1,8,3,2,3,6.5,1,4,1.5,3.5,4.5,0,6,5.5,8,2,3,7,9,0.5,4.5,8,0,0,0,10,9,8,3,7,7,8,3,8,2,1,1,9,4,5,3,5,1,2,3,8.5,0,0,3,10,3,5,2,2,2,6,2,1,1,7,4,3,8,5,2,6.5,9.5,7,6.5,8,8,6,3,9.5,6,4,3,7,9,2,1.5,8,7,1,1.5,9,8,7,6,6,6.5,6,5,7.5,1,2,0,10,8.5,3,2.5,7,7,0,1,8.5,2.5,0,5,9.5,4,2,5,5,6,1,6,7.5,2,1,2,9.5,9,8,2,7,9,6.5,1,3,6.5,3.5,0.5,9.5,2,4,1,1,3,1,5,3,1,3,4,3,1,2,3,2,4,1,1,8,9,9,7,8,1,1,2,2,2,2,2,1,1,1,1,1,3,4,4,5,4,4,4,5,4,5,5,5,5,5,4,4,5,4,100,5,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:01,2024/6/26 2:20,0,100,1150,2024/6/26 2:20,R_4r6YLzOlzgoFQhH,anonymous,JA,1,32,1,2,180,400,8.5,1.5,1,3,6.5,4.5,7.5,6,3.5,2,6.5,8,2,6.5,0.5,8.5,1,2,0.5,9.5,0.5,1,0,10,1,3,3,7,1,7,1.5,7.5,4.5,1,6.5,2,8,1.5,5.5,6,7.5,0.5,4,8.5,0.5,0,1,10,7,5.5,1,6,3.5,3.5,2.5,6.5,3,1,1.5,9.5,7.5,7,1,3.5,4,0.5,3.5,9.5,0.5,0,1.5,10,7,2.5,2,3.5,3.5,3,1.5,6.5,3,0,1,8.5,6.5,4,1,6,8,6.5,1.5,5.5,2.5,3,0,9,7.5,6.5,1.5,3.5,7,4,1,8,5.5,4,0.5,9.5,8.5,7.5,6,6,7.5,2,3.5,8.5,2,0,1,10,6.5,4,3,6.5,5.5,2.5,1.5,8.5,3,5.5,0,9,6,3,1.5,8,4,2,3.5,8.5,1,0.5,3,9.5,8,9.5,0.5,2,7.5,8.5,2,6,6.5,2.5,0.5,9.5,3,2,2,2,3,1,5,1,4,4,2,5,2,1,4,4,4,1,1,7,10,4,7,3,1,1,2,2,1,2,1,2,2,1,1,1,3,4,2,5,3,2,3,3,4,3,4,5,4,5,5,5,5,3,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 1:59,2024/6/26 2:20,0,100,1281,2024/6/26 2:20,R_4VCaSkVY75NfXc5,anonymous,JA,1,40,1,4,450,450,3.5,3,4.5,4,6,6,6,6,5,6,6.5,7.5,6,4,2,4,6,3.5,2,6,3.5,2.5,2,8,7,7,7,7,3,7.5,5,7,5.5,3,5,6.5,7,3,4,7,8,3.5,2.5,7.5,0,0,0,10,8,8,5.5,8,8,8,5.5,8,4,0,0,10,7.5,7,4,7.5,2.5,1.5,5,9,0,0,5,10,6,4,2,6,1,2,2,6,1,0,0,10,7,6,3,7,4,4,3,8,1,2,3,10,8,7.5,5,7.5,6,5,5,9,6,5,5,10,7,6,6,7,7,6,6,7,0,0,0,10,7,1.5,7,7,7,0,7,7,4,0,2,8,7,5,5,7,7,5,5,7,0,5,5,9,7,8,6,6,7,8,6,6,7,4,4,9,4,4,3,2,4,2,4,2,4,2,3,2,3,4,3,2,4,2,2,8,10,4,7,4,2,1,2,2,2,1,2,2,1,2,1,1,4,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:01,2024/6/26 2:20,0,100,1143,2024/6/26 2:20,R_4q8hbOmPMtPq1XG,anonymous,JA,1,37,1,4,300,300,5.5,1,1.5,0.5,4.5,1.5,2,1,3,1,3.5,0.5,7,3,0,5.5,9,3,0,7.5,5.5,3.5,0,9,3.5,0.5,6,8,0.5,4.5,1,4.5,0.5,2.5,1,5.5,8,1.5,1,7,7.5,2,1.5,8,0.5,0.5,1.5,9,7,5.5,3.5,5,6.5,6,2,7,3,0.5,0.5,9.5,7,6,2.5,4,3,3,2,7.5,1,0.5,1.5,9.5,7,6,2,7.5,3,6.5,2.5,8.5,1,4.5,1.5,9.5,8,7,1,5,8,7.5,1,6,6,6.5,1,8.5,7,6,2,6,7,5,1.5,8,6.5,4,1.5,9,7,7,3,4.5,6.5,7,3,5,0.5,0,2,8.5,5,5,2,7,5,5,1.5,7,3.5,4.5,0,7.5,6,4.5,4.5,6,6,4.5,4.5,7,1,2,4.5,9.5,7,7,2,4,8,7,3,5,8,5.5,2,8.5,2,1,1,1,1,1,1,1,1,3,1,3,1,1,2,3,2,1,1,6,8,6,4,4,2,1,2,2,2,2,1,2,1,2,1,1,2,3,4,5,5,3,3,3,3,4,4,4,5,5,3,4,5,5,100,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:01,2024/6/26 2:21,0,100,1169,2024/6/26 2:21,R_4djFaXMHka3qS0p,anonymous,JA,1,43,1,4,260,350,2.5,2.5,2.5,2,3,5,2,3,2.5,4.5,1.5,4.5,1,1,2,1,0.5,1,1.5,5.5,0.5,1,1.5,8.5,3.5,3.5,3,3,3,4.5,2,4,1.5,1.5,1,1.5,4.5,1,2.5,3.5,5,1,1.5,4,1,1,1.5,8,7,6,1.5,5.5,7,6,1.5,5.5,0.5,0.5,1,8,5.5,5.5,2.5,3,3,4,2.5,4.5,2,2,1,7.5,2,1,2,2.5,2.5,1,2,1.5,2,0.5,1.5,5,7,5.5,0.5,3.5,7,5.5,0.5,7,2,2.5,0.5,9,7,3.5,3,5.5,5.5,2.5,2,7.5,5.5,2.5,2,7.5,5.5,2.5,2,3.5,5.5,2.5,2,3.5,1.5,1.5,2,7.5,6,2.5,2,5.5,6,2.5,2,5.5,3,1,1,6,3.5,2,2.5,6.5,3.5,2,2.5,6.5,3.5,2,1.5,9.5,5.5,7.5,3,6,5.5,7.5,3,6,3,1.5,1.5,9,3,4,3,1,4,1,4,1,1,1,4,4,2,4,4,5,1,1,1,7,10,6,8,9,1,1,2,2,2,2,1,2,2,1,2,1,3,4,2,2,3,2,2,2,3,2,2,1,2,2,1,2,3,2,50,100,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 1:57,2024/6/26 2:21,0,100,1445,2024/6/26 2:21,R_47otzUJAtJk1q5r,anonymous,JA,1,50,1,2,40,250,3.5,1.5,6,1,5.5,8.5,1,6,1,2,3,1.5,9,6,2.5,8.5,4,3,1.5,9,1.5,3.5,1,9.5,4.5,3.5,6.5,8,0.5,7.5,1,1.5,0.5,1,0,0,8,2,4,6,8.5,0.5,2,8,0,0,0,10,8,7.5,1.5,3.5,7,8.5,2.5,6.5,1.5,0,0,8.5,8,6,3.5,8,0,0,0,10,0,0,0,10,6.5,1,2,0.5,7.5,0,0.5,3,0,0,0,9.5,9.5,6,1,8.5,0.5,2,1.5,9.5,0.5,0,1.5,10,5.5,6,7,4.5,2,0.5,1,10,0.5,0.5,2,10,9,4,2,8.5,4.5,6,1,9,0,0,0,10,6.5,2.5,1,7.5,7,2,0.5,9,1,0,0,10,6.5,7.5,5.5,8.5,4,8.5,5,7,0,9.5,6.5,9.5,9.5,8.5,1.5,6.5,8,7,0.5,9,5.5,0,0,10,2,1,1,1,1,1,5,1,1,1,1,1,2,3,1,1,2,1,1,7,9,5,7,6,1,2,2,1,2,2,2,2,1,1,2,1,3,4,4,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4,100,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:00,2024/6/26 2:21,0,100,1301,2024/6/26 2:21,R_4Wv0kSBX9KnWhMd,anonymous,JA,1,30,1,4,350,750,8,5.5,3.5,6,8,7.5,4,8.5,0.5,0.5,5,9,7,2,0.5,6,7,1,0.5,8,2,0.5,0.5,9.5,7,7,6,7,2,9,2,8.5,1.5,8.5,1,9,7,5.5,4.5,5.5,8,5,3,7,1,1,0.5,9.5,7,6.5,3.5,6.5,6.5,6.5,3,7,6,4.5,2,9,6.5,6.5,3.5,6.5,2.5,1.5,3.5,9,0.5,0.5,2.5,10,6,4,3.5,5,4,3,2,7,2.5,0.5,0.5,9.5,7.5,7.5,1,6.5,7,7,0.5,8.5,5,2,0.5,9.5,7,6.5,3,6.5,7,5,1.5,8,6,2,1,9.5,6.5,6.5,5.5,6.5,6.5,6.5,5.5,7,1.5,2,1,9.5,6.5,5.5,5.5,6,7,5.5,5.5,6.5,4,4.5,5,7.5,7.5,4.5,6,5.5,7.5,4,6,6,5.5,4,4.5,9.5,6,6,5,5.5,6.5,6.5,7,5.5,4.5,5,4,9.5,5,4,4,3,4,4,3,4,1,3,2,2,3,4,2,3,2,1,2,2,8,6,7,6,2,2,1,2,2,1,1,2,1,2,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 1:59,2024/6/26 2:21,0,100,1357,2024/6/26 2:21,R_4ie7ZzJfVkuFfPz,anonymous,JA,1,40,2,3,360,700,5,2.5,7,3.5,5,2.5,7,3.5,7.5,4.5,8.5,6,7,7,3,8.5,9,7.5,5,7.5,3.5,9.5,1.5,10,8.5,6.5,7.5,7,4.5,7.5,2,10,7,3.5,2,4,7,7,6.5,6,8.5,3,3,7,0,0,0,10,7.5,7.5,1.5,9,4.5,9.5,1.5,10,10,0,0,10,8,9,7,9,8,0,2.5,10,0,0,6,10,7.5,8,1.5,7.5,8,0,0,9,3,0,0,10,0,4,8.5,0,8,8.5,5.5,2,0.5,3,2.5,9.5,10,9.5,3,9.5,8.5,0,8.5,10,5,1.5,2,9,9,8.5,0,9.5,10,10,4,4,0,0,0,10,7,8.5,7,8,9,9.5,9,9,9.5,7,9.5,10,9.5,7,8,9.5,10,8.5,9.5,10,0,0,3.5,9.5,9,9,7.5,7,8.5,7,7,9.5,3,1.5,4,10,3,5,2,3,4,5,5,3,1,5,1,4,3,2,4,4,3,3,3,10,9,9,10,11,1,1,2,2,2,1,2,2,1,2,1,2,1,3,1,4,2,3,2,3,1,1,1,1,1,4,1,1,5,5,100,100,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 1:57,2024/6/26 2:21,0,100,1460,2024/6/26 2:21,R_4cS8W5A7mrmUgn0,anonymous,JA,1,26,1,4,200,500,4.5,0.5,3,0.5,5.5,1,3.5,1,3.5,0.5,4,2.5,4,3,2,4,7,0.5,2,6,3.5,0.5,2,9.5,5,3.5,4,4.5,2,7.5,3.5,5,4,4,4,5,7.5,5.5,4,6,6.5,0.5,1,8,0.5,0.5,0.5,9.5,9.5,7.5,4,8,7,7,7.5,8.5,5,0.5,3,9.5,5.5,5.5,4,5.5,1.5,0.5,3.5,9,0.5,0.5,5,9.5,6.5,4,4,7.5,3,3.5,4.5,8,1.5,2,1,9.5,8.5,7.5,0.5,7.5,8,7,0.5,9,4,4,0.5,9.5,7.5,8,3,7.5,8,6.5,3,8.5,9,5.5,3.5,9.5,5.5,6,3.5,4,4.5,4,4,5,0.5,0.5,6,8.5,8,7.5,7,6.5,9,4.5,7,8,2.5,0.5,3.5,9.5,8.5,8,8,8.5,7,7.5,7.5,8,0.5,1,2.5,9.5,6,6.5,3,6,5,5,4,5.5,7.5,4,1.5,9.5,1,1,1,1,1,1,5,1,1,1,1,2,4,2,3,2,2,1,1,8,8,5,7,4,1,1,1,2,2,2,1,2,2,2,1,2,2,3,3,5,4,3,4,4,4,4,4,5,5,4,4,5,5,4,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 1:58,2024/6/26 2:22,0,100,1429,2024/6/26 2:22,R_4QRZJlZSfDodEPN,anonymous,JA,1,33,2,4,230,1400,8,2.5,4.5,4,8,3,5.5,5,7.5,3.5,5.5,7,10,5,2.5,10,10,5.5,2.5,10,10,5,2.5,10,10,10,6,10,7,10,6,10,6.5,10,6,9.5,7,6,6,7.5,7.5,7.5,7.5,8,2,5.5,5.5,10,9,7.5,5,9,8.5,8.5,7,9,8,7,6,9.5,8,6.5,4,6.5,7,5.5,5,9.5,0.5,0.5,0.5,10,7.5,6,5,8.5,6,5,5,9,6,5,4,10,9.5,8.5,4,7.5,9.5,8.5,4,9,8.5,7.5,4,10,8,7.5,7.5,8.5,8,7.5,7.5,8.5,8.5,7.5,7.5,10,8.5,8,9,7,8.5,7,8,9,7,3.5,2,10,8,8,8,6.5,8,6.5,8,6.5,3,0.5,4,10,8,7.5,7.5,7,8,7.5,7.5,7,8,7.5,7.5,6.5,5,5,5,5,6,5.5,7.5,7,4,5,3,9,4,3,4,4,5,3,2,4,2,3,3,5,4,3,3,4,4,3,3,7,9,6,9,6,1,1,1,2,1,1,1,1,1,2,1,1,1,4,4,4,3,4,4,3,4,3,4,4,4,5,5,5,5,5,100,100,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
